repeated_times,Accuracy,Precision,Recall,F1,AUC,Process Time
30,0.5961538461538461,0.5961538461538461,0.7355072463768115,0.5260416666666667,0.7355072463768115,1.368238925933838
30,0.5384615384615384,0.6090629800307219,0.7017045454545454,0.5076923076923077,0.7017045454545454,2.4285731315612793
30,0.625,0.6320754716981132,0.7833333333333333,0.5706573515401715,0.7833333333333333,1.929826259613037
30,0.7115384615384616,0.6511627906976745,0.8351648351648351,0.6334586466165414,0.8351648351648352,1.926879644393921
30,0.6730769230769231,0.6473214285714286,0.78125,0.6163194444444444,0.78125,1.0743699073791504
30,0.7307692307692307,0.641025641025641,0.8494623655913979,0.6313924050632912,0.8494623655913979,1.0547165870666504
30,0.6634615384615384,0.6276595744680851,0.8097826086956521,0.5859401660789444,0.8097826086956521,1.0017459392547607
30,0.5961538461538461,0.5814814814814815,0.6992753623188406,0.517454706142289,0.6992753623188407,1.2248554229736328
30,0.6057692307692307,0.6057692307692308,0.7142322097378278,0.5486397798242828,0.7142322097378278,1.4885671138763428
30,0.6826923076923077,0.6197102554327106,0.7844202898550725,0.592156862745098,0.7844202898550725,1.0975191593170166
30,0.6153846153846154,0.5863095238095238,0.7101449275362319,0.5315315315315315,0.7101449275362318,1.0148274898529053
30,0.6346153846153846,0.6122448979591837,0.7956989247311828,0.554954954954955,0.7956989247311828,1.0684764385223389
30,0.5480769230769231,0.5566037735849056,0.7602040816326531,0.4439767944488682,0.7602040816326531,1.0251946449279785
30,0.6634615384615384,0.573170731707317,0.8214285714285714,0.5189639222941721,0.8214285714285714,0.9960794448852539
30,0.625,0.5952380952380952,0.7502443792766373,0.5386190422022523,0.7502443792766373,1.0744953155517578
30,0.6730769230769231,0.6458333333333334,0.8111111111111111,0.6093680954485197,0.8111111111111111,0.9388489723205566
30,0.6153846153846154,0.6226415094339622,0.7802197802197802,0.5561246265471618,0.7802197802197802,0.9436635971069336
30,0.6923076923076923,0.6633072041806645,0.7708978328173375,0.6448997012377293,0.7708978328173375,1.02081298828125
30,0.6923076923076923,0.6228878648233487,0.7898550724637681,0.5998075998075998,0.7898550724637681,1.0977208614349365
30,0.6634615384615384,0.6137476459510358,0.7735507246376812,0.5770884164052515,0.7735507246376812,1.0335242748260498
30,0.5769230769230769,0.5769230769230769,0.7212765957446808,0.4944763588157314,0.7212765957446808,0.969029426574707
30,0.75,0.6578947368421053,0.8586956521739131,0.6577215189873418,0.8586956521739131,0.9611473083496094
30,0.6153846153846154,0.6153846153846154,0.7826086956521738,0.5486111111111112,0.782608695652174,1.0775701999664307
30,0.6538461538461539,0.5882577201677468,0.7262952101661779,0.5497835497835498,0.7262952101661779,1.0009703636169434
30,0.6730769230769231,0.6326836581709145,0.780952380952381,0.6018018018018019,0.7809523809523808,1.047682285308838
30,0.6923076923076923,0.6363636363636364,0.8260869565217391,0.6090225563909775,0.8260869565217391,0.9411466121673584
30,0.6057692307692307,0.5588455772113943,0.683625730994152,0.4932857991681521,0.683625730994152,0.9000644683837891
30,0.5769230769230769,0.5769230769230769,0.7708333333333333,0.48468468468468473,0.7708333333333334,1.0324182510375977
30,0.6634615384615384,0.6439703153988868,0.7755681818181819,0.6083916083916083,0.7755681818181819,1.0353150367736816
30,0.8076923076923077,0.7213250517598344,0.8613928329952671,0.7435897435897436,0.861392832995267,1.0826070308685303
